Ticker,Stock Name,Trade Date,Trade Time,Trade Size,Execution Time (ms),Trade Direction, Trade Price ,Exchange,Order type
JPM,JP Morgan Chase & Co.,12/18/2023,13:30:58,630,543,BUY,$114.52 ,NYSE,MKT
AAPL,Apple Inc.,12/19/2023,11:03:02,10,920,BUY,$148.28 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/11/2024,13:13:33,466,607,SELL,$122.65 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,11:20:36,122,734,BUY,$215.08 ,NYSE,MKT
CAT,Caterpillar Inc.,1/5/2024,15:18:27,186,843,SELL,$165.86 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,13:51:50,917,863,SELL,$175.44 ,NYSE,MKT
CAT,Caterpillar Inc.,12/20/2023,15:51:18,486,643,BUY,$244.81 ,NYSE,MKT
CAT,Caterpillar Inc.,1/8/2024,11:16:55,729,489,BUY,$217.89 ,NYSE,MKT
CAT,Caterpillar Inc.,12/20/2023,12:02:46,668,520,BUY,$206.08 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,14:40:36,198,277,SELL,$126.25 ,NYSE,MKT
CAT,Caterpillar Inc.,12/29/2023,12:42:54,541,732,BUY,$201.56 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/22/2024,9:35:42,16,514,SELL,$123.90 ,NYSE,MKT
AAPL,Apple Inc.,12/28/2023,10:07:45,189,985,SELL,$181.91 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,13:12:38,610,307,SELL,$153.04 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,13:27:49,689,111,SELL,$135.70 ,NYSE,MKT
AAPL,Apple Inc.,1/18/2024,11:01:15,937,681,SELL,$185.58 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/11/2024,12:34:49,750,693,SELL,$119.39 ,NYSE,MKT
AAPL,Apple Inc.,12/13/2023,9:23:18,315,987,BUY,$165.02 ,NASDAQ,MKT
AAPL,Apple Inc.,1/12/2024,13:02:49,217,384,BUY,$197.60 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,11:50:58,869,545,SELL,$120.30 ,NYSE,MKT
AAPL,Apple Inc.,12/18/2023,15:48:41,545,402,BUY,$137.77 ,NASDAQ,MKT
AAPL,Apple Inc.,12/27/2023,14:11:22,545,988,BUY,$138.45 ,NASDAQ,MKT
AAPL,Apple Inc.,1/23/2024,14:07:23,564,240,SELL,$153.78 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/4/2024,13:01:51,793,615,SELL,$176.82 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,13:02:39,555,687,SELL,$158.61 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/27/2023,9:09:29,647,916,BUY,$241.74 ,NYSE,MKT
AAPL,Apple Inc.,1/10/2024,14:49:36,811,970,BUY,$139.56 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,13:21:41,937,623,BUY,$134.97 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,14:22:46,868,319,BUY,$155.67 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,14:33:54,971,751,SELL,$121.85 ,NYSE,MKT
AAPL,Apple Inc.,12/12/2023,13:03:22,89,624,SELL,$168.19 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/23/2024,11:12:25,843,630,BUY,$218.50 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,12:33:25,719,458,BUY,$157.12 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,15:31:37,826,431,SELL,$135.94 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,10:09:44,267,869,SELL,$136.74 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/1/2024,14:44:18,372,536,BUY,$103.41 ,NYSE,MKT
CAT,Caterpillar Inc.,1/9/2024,14:46:33,575,583,BUY,$201.55 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,14:47:20,686,161,BUY,$140.38 ,NYSE,MKT
CAT,Caterpillar Inc.,1/3/2024,13:12:45,796,194,SELL,$214.95 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,14:10:12,117,275,BUY,$132.83 ,NASDAQ,MKT
AAPL,Apple Inc.,12/26/2023,9:50:37,56,365,BUY,$175.10 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,11:37:31,345,516,SELL,$142.12 ,NYSE,MKT
CAT,Caterpillar Inc.,12/27/2023,10:42:10,671,742,BUY,$151.64 ,NYSE,MKT
AAPL,Apple Inc.,12/15/2023,9:35:24,717,931,BUY,$191.76 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/26/2023,15:38:13,611,984,BUY,$173.67 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,15:35:47,579,255,SELL,$142.63 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,14:12:12,899,193,SELL,$156.78 ,NYSE,MKT
CAT,Caterpillar Inc.,12/19/2023,14:57:46,849,367,BUY,$216.86 ,NYSE,MKT
CAT,Caterpillar Inc.,1/4/2024,15:19:05,585,849,BUY,$243.58 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,11:50:45,103,374,BUY,$132.29 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/1/2024,10:41:35,310,373,BUY,$225.65 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,9:32:28,234,979,SELL,$100.04 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,9:51:42,340,374,SELL,$156.99 ,NYSE,MKT
AAPL,Apple Inc.,1/9/2024,11:58:51,363,824,SELL,$171.50 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/8/2024,11:04:28,727,204,BUY,$150.98 ,NYSE,MKT
CAT,Caterpillar Inc.,12/22/2023,10:37:12,530,552,SELL,$192.93 ,NYSE,MKT
AAPL,Apple Inc.,12/25/2023,15:06:45,231,875,SELL,$167.23 ,NASDAQ,MKT
AAPL,Apple Inc.,12/25/2023,11:26:08,210,702,BUY,$146.30 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,11:04:41,594,119,SELL,$117.57 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,10:20:11,271,126,SELL,$233.26 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,15:41:08,936,449,BUY,$140.86 ,NYSE,MKT
AAPL,Apple Inc.,12/19/2023,11:20:10,808,288,SELL,$158.37 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,15:33:39,505,567,SELL,$126.77 ,NYSE,MKT
AAPL,Apple Inc.,1/18/2024,11:18:19,105,352,BUY,$160.45 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/29/2023,10:30:47,866,122,SELL,$140.85 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,15:46:07,811,986,BUY,$125.27 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,10:32:39,50,788,SELL,$138.91 ,NYSE,MKT
AAPL,Apple Inc.,1/18/2024,13:21:15,286,418,SELL,$170.56 ,NASDAQ,MKT
AAPL,Apple Inc.,12/26/2023,12:34:09,138,537,BUY,$180.15 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,12:27:04,798,432,BUY,$140.28 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,15:47:37,729,696,SELL,$158.39 ,NYSE,MKT
CAT,Caterpillar Inc.,1/12/2024,9:33:28,806,279,SELL,$238.19 ,NYSE,MKT
AAPL,Apple Inc.,1/16/2024,15:04:40,972,567,BUY,$171.83 ,NASDAQ,MKT
AAPL,Apple Inc.,12/13/2023,10:23:33,95,495,BUY,$162.93 ,NASDAQ,MKT
AAPL,Apple Inc.,12/26/2023,11:44:01,816,477,SELL,$143.19 ,NASDAQ,MKT
AAPL,Apple Inc.,12/18/2023,10:37:53,18,114,BUY,$181.74 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/2/2024,13:10:24,161,343,SELL,$239.94 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/9/2024,15:03:46,945,361,SELL,$152.58 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,15:42:33,476,792,SELL,$132.74 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,15:10:18,419,615,SELL,$151.14 ,NYSE,MKT
AAPL,Apple Inc.,12/28/2023,10:49:40,474,515,SELL,$163.94 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/28/2023,11:40:40,810,115,SELL,$137.93 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,11:49:15,334,754,SELL,$240.41 ,NYSE,MKT
CAT,Caterpillar Inc.,12/25/2023,10:50:05,485,570,BUY,$242.75 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/14/2023,9:06:34,85,871,BUY,$126.02 ,NYSE,MKT
AAPL,Apple Inc.,12/18/2023,12:36:31,609,175,SELL,$155.06 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/1/2024,13:57:10,734,469,SELL,$173.80 ,NYSE,MKT
AAPL,Apple Inc.,12/19/2023,10:09:55,79,357,SELL,$157.32 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/3/2024,13:24:37,557,323,SELL,$103.54 ,NYSE,MKT
CAT,Caterpillar Inc.,12/20/2023,9:59:30,502,130,SELL,$178.84 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,10:13:18,462,315,BUY,$145.62 ,NYSE,MKT
AAPL,Apple Inc.,1/19/2024,15:36:42,737,440,BUY,$130.02 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,11:12:46,578,933,BUY,$141.92 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/11/2024,11:35:23,657,708,BUY,$135.18 ,NYSE,MKT
AAPL,Apple Inc.,12/21/2023,12:17:25,502,647,SELL,$157.59 ,NASDAQ,MKT
AAPL,Apple Inc.,1/22/2024,15:34:57,814,347,BUY,$146.49 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,13:19:27,106,356,BUY,$101.00 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,11:49:21,158,196,SELL,$160.01 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,9:42:40,399,455,BUY,$216.80 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,15:13:50,580,212,SELL,$180.98 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/16/2024,15:28:50,158,585,SELL,$159.43 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,9:51:11,235,699,SELL,$108.47 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,15:44:25,987,876,BUY,$100.64 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/13/2023,12:33:29,973,356,SELL,$105.76 ,NYSE,MKT
CAT,Caterpillar Inc.,1/22/2024,15:04:52,379,333,BUY,$152.54 ,NYSE,MKT
CAT,Caterpillar Inc.,12/21/2023,15:23:34,809,964,BUY,$166.75 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,13:32:15,776,869,BUY,$184.93 ,NYSE,MKT
CAT,Caterpillar Inc.,12/13/2023,13:53:23,106,994,BUY,$246.32 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,11:48:48,726,288,BUY,$113.66 ,NYSE,MKT
AAPL,Apple Inc.,1/11/2024,13:23:40,729,947,BUY,$136.47 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/28/2023,12:10:57,784,959,SELL,$183.96 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,9:39:51,335,582,BUY,$133.46 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/27/2023,12:12:14,290,192,SELL,$130.39 ,NYSE,MKT
CAT,Caterpillar Inc.,1/8/2024,10:31:49,710,965,BUY,$235.95 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/13/2023,12:19:39,678,745,BUY,$130.65 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/10/2024,9:46:07,678,680,SELL,$152.89 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,13:36:14,167,481,BUY,$240.74 ,NYSE,MKT
AAPL,Apple Inc.,1/2/2024,12:53:22,293,101,SELL,$179.55 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,15:21:20,430,323,SELL,$150.95 ,NYSE,MKT
AAPL,Apple Inc.,12/22/2023,12:43:43,546,499,SELL,$153.65 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/25/2023,11:35:56,420,733,SELL,$241.80 ,NYSE,MKT
AAPL,Apple Inc.,1/23/2024,13:05:25,766,712,BUY,$150.34 ,NASDAQ,MKT
AAPL,Apple Inc.,12/15/2023,9:10:18,358,249,SELL,$146.15 ,NASDAQ,MKT
AAPL,Apple Inc.,12/12/2023,15:41:45,751,373,BUY,$173.39 ,NASDAQ,MKT
AAPL,Apple Inc.,12/20/2023,14:35:44,369,593,BUY,$194.29 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/29/2023,14:59:24,955,765,BUY,$151.25 ,NYSE,MKT
CAT,Caterpillar Inc.,1/5/2024,14:07:43,311,754,SELL,$150.84 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,15:18:18,743,961,BUY,$129.96 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,15:37:41,603,287,BUY,$132.37 ,NYSE,MKT
AAPL,Apple Inc.,12/29/2023,14:11:29,196,685,BUY,$148.68 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/18/2023,14:14:22,715,868,SELL,$159.11 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/11/2024,11:26:24,977,268,SELL,$120.99 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,12:53:10,797,100,BUY,$129.32 ,NYSE,MKT
AAPL,Apple Inc.,1/16/2024,14:51:24,461,991,BUY,$194.80 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/12/2024,9:36:20,235,205,SELL,$129.16 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,11:22:35,116,520,SELL,$233.86 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,12:42:32,115,444,BUY,$147.58 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/10/2024,11:57:09,374,108,BUY,$145.67 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/9/2024,13:14:18,436,249,BUY,$141.22 ,NYSE,MKT
CAT,Caterpillar Inc.,12/26/2023,15:04:01,855,766,SELL,$227.66 ,NYSE,MKT
AAPL,Apple Inc.,12/27/2023,15:04:52,927,983,BUY,$146.70 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/1/2024,15:23:41,882,672,BUY,$178.25 ,NYSE,MKT
AAPL,Apple Inc.,1/5/2024,14:04:56,589,171,SELL,$179.95 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,12:11:43,411,405,SELL,$109.02 ,NYSE,MKT
CAT,Caterpillar Inc.,1/8/2024,14:15:39,945,442,BUY,$165.47 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,14:08:32,900,335,BUY,$144.50 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/13/2023,14:57:43,441,927,SELL,$136.91 ,NYSE,MKT
CAT,Caterpillar Inc.,12/29/2023,11:14:36,422,119,SELL,$213.94 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,11:31:16,670,822,SELL,$155.25 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,10:01:24,717,570,BUY,$226.90 ,NYSE,MKT
AAPL,Apple Inc.,12/14/2023,13:25:47,652,614,BUY,$196.37 ,NASDAQ,MKT
AAPL,Apple Inc.,12/15/2023,12:49:57,69,362,BUY,$185.56 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/12/2024,10:45:07,876,839,BUY,$204.51 ,NYSE,MKT
CAT,Caterpillar Inc.,1/23/2024,11:23:35,384,694,SELL,$163.22 ,NYSE,MKT
AAPL,Apple Inc.,12/25/2023,9:50:48,777,200,SELL,$140.70 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/23/2024,13:57:37,628,773,SELL,$126.99 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,9:45:25,746,897,BUY,$197.99 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,9:50:53,81,913,BUY,$171.77 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,9:27:20,881,650,SELL,$196.97 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,12:09:53,22,191,BUY,$108.68 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,11:19:48,191,241,SELL,$130.29 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/25/2023,11:31:40,484,838,BUY,$121.20 ,NYSE,MKT
AAPL,Apple Inc.,1/3/2024,14:21:44,829,629,SELL,$170.72 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/17/2024,10:53:17,884,952,SELL,$161.52 ,NYSE,MKT
CAT,Caterpillar Inc.,12/14/2023,12:57:53,683,952,SELL,$245.78 ,NYSE,MKT
AAPL,Apple Inc.,1/10/2024,13:57:46,383,165,BUY,$131.75 ,NASDAQ,MKT
AAPL,Apple Inc.,12/19/2023,14:43:41,301,698,BUY,$193.57 ,NASDAQ,MKT
AAPL,Apple Inc.,1/19/2024,10:04:30,506,491,SELL,$163.20 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/1/2024,13:48:41,46,901,SELL,$101.82 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/19/2023,9:37:48,249,190,BUY,$100.61 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,15:23:52,311,933,BUY,$147.95 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,10:23:59,900,654,SELL,$142.60 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,11:19:27,108,908,SELL,$138.02 ,NYSE,MKT
CAT,Caterpillar Inc.,12/19/2023,13:21:25,273,969,BUY,$236.55 ,NYSE,MKT
AAPL,Apple Inc.,1/2/2024,12:18:17,867,817,BUY,$163.93 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,14:01:50,51,818,BUY,$140.81 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,9:38:51,150,723,SELL,$158.20 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,9:02:47,396,375,BUY,$185.05 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/22/2024,10:33:07,973,571,SELL,$124.02 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,13:53:07,153,960,BUY,$189.76 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/21/2023,9:19:44,940,569,SELL,$182.25 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,10:26:24,189,222,BUY,$132.93 ,NYSE,MKT
AAPL,Apple Inc.,1/11/2024,14:04:14,191,708,SELL,$199.50 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/23/2024,14:49:30,94,719,BUY,$156.32 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,11:37:50,167,295,SELL,$130.79 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/22/2023,10:50:13,346,491,BUY,$127.95 ,NYSE,MKT
AAPL,Apple Inc.,1/18/2024,12:38:10,67,971,SELL,$183.78 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/5/2024,12:18:31,715,375,SELL,$167.75 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,14:40:46,628,900,SELL,$208.37 ,NYSE,MKT
CAT,Caterpillar Inc.,12/19/2023,9:52:15,600,846,SELL,$164.35 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,13:43:06,731,918,BUY,$146.86 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/19/2024,10:32:41,545,628,BUY,$113.12 ,NYSE,MKT
AAPL,Apple Inc.,1/16/2024,10:09:22,596,397,BUY,$141.70 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/26/2023,11:55:04,253,506,BUY,$233.82 ,NYSE,MKT
CAT,Caterpillar Inc.,12/27/2023,13:40:16,32,372,SELL,$185.53 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,13:23:31,993,762,SELL,$141.95 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,15:09:39,636,417,BUY,$125.40 ,NYSE,MKT
CAT,Caterpillar Inc.,1/11/2024,12:18:34,12,976,SELL,$152.32 ,NYSE,MKT
CAT,Caterpillar Inc.,12/26/2023,10:26:00,742,964,BUY,$195.74 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/16/2024,15:59:23,385,854,SELL,$145.51 ,NYSE,MKT
AAPL,Apple Inc.,1/4/2024,15:37:23,427,196,BUY,$157.14 ,NASDAQ,MKT
AAPL,Apple Inc.,1/3/2024,15:12:32,14,800,SELL,$136.72 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/2/2024,9:28:07,117,559,SELL,$130.64 ,NYSE,MKT
AAPL,Apple Inc.,12/29/2023,15:26:13,275,747,BUY,$194.61 ,NASDAQ,MKT
AAPL,Apple Inc.,12/18/2023,9:29:02,110,593,SELL,$130.02 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/18/2023,10:17:50,771,491,SELL,$168.45 ,NYSE,MKT
AAPL,Apple Inc.,12/20/2023,14:39:12,832,352,SELL,$195.26 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/26/2023,11:42:05,23,176,BUY,$158.20 ,NYSE,MKT
AAPL,Apple Inc.,1/12/2024,12:17:47,52,418,SELL,$182.04 ,NASDAQ,MKT
AAPL,Apple Inc.,12/22/2023,11:00:17,583,476,BUY,$183.95 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/1/2024,14:59:19,838,977,BUY,$200.46 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,9:32:51,193,224,BUY,$174.58 ,NYSE,MKT
AAPL,Apple Inc.,1/1/2024,15:14:56,987,729,BUY,$189.59 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/17/2024,9:23:17,963,825,SELL,$114.59 ,NYSE,MKT
AAPL,Apple Inc.,12/28/2023,11:06:20,256,686,SELL,$133.27 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/18/2024,14:42:37,506,672,BUY,$152.15 ,NYSE,MKT
CAT,Caterpillar Inc.,1/19/2024,10:17:08,128,920,BUY,$204.12 ,NYSE,MKT
CAT,Caterpillar Inc.,12/18/2023,11:47:10,659,215,BUY,$195.02 ,NYSE,MKT
CAT,Caterpillar Inc.,12/12/2023,13:16:48,420,597,BUY,$166.22 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/14/2023,9:15:43,650,500,BUY,$102.02 ,NYSE,MKT
CAT,Caterpillar Inc.,12/19/2023,15:51:19,816,892,SELL,$195.24 ,NYSE,MKT
AAPL,Apple Inc.,12/22/2023,12:39:46,589,294,SELL,$153.75 ,NASDAQ,MKT
AAPL,Apple Inc.,1/23/2024,12:26:16,313,979,SELL,$183.75 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/22/2024,12:38:29,287,406,BUY,$170.64 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/20/2023,14:26:53,546,760,BUY,$118.09 ,NYSE,MKT
CAT,Caterpillar Inc.,12/21/2023,15:14:03,947,519,SELL,$159.99 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,10:56:24,945,843,SELL,$219.52 ,NYSE,MKT
CAT,Caterpillar Inc.,1/10/2024,15:31:01,497,378,SELL,$183.38 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/26/2023,11:38:45,720,743,BUY,$158.74 ,NYSE,MKT
CAT,Caterpillar Inc.,12/21/2023,15:21:55,700,859,BUY,$214.73 ,NYSE,MKT
CAT,Caterpillar Inc.,1/18/2024,10:42:07,169,662,SELL,$213.93 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/8/2024,14:13:44,680,322,BUY,$122.32 ,NYSE,MKT
AAPL,Apple Inc.,12/14/2023,10:09:46,383,852,BUY,$166.66 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,13:07:36,193,359,SELL,$132.24 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/15/2024,13:36:24,92,475,SELL,$103.10 ,NYSE,MKT
AAPL,Apple Inc.,1/15/2024,12:47:40,836,423,BUY,$179.81 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/8/2024,10:55:09,82,298,SELL,$190.65 ,NYSE,MKT
AAPL,Apple Inc.,12/21/2023,9:11:09,655,103,BUY,$138.57 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/21/2023,13:15:37,500,980,SELL,$156.64 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,1/4/2024,12:57:51,844,621,SELL,$137.63 ,NYSE,MKT
AAPL,Apple Inc.,1/5/2024,13:47:48,41,581,BUY,$176.18 ,NASDAQ,MKT
AAPL,Apple Inc.,12/15/2023,14:44:06,377,428,SELL,$188.56 ,NASDAQ,MKT
AAPL,Apple Inc.,1/8/2024,14:21:10,162,143,BUY,$194.26 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,1/5/2024,9:14:15,498,397,SELL,$113.13 ,NYSE,MKT
CAT,Caterpillar Inc.,1/3/2024,11:57:38,132,131,SELL,$154.58 ,NYSE,MKT
AAPL,Apple Inc.,1/23/2024,15:08:02,959,399,SELL,$198.58 ,NASDAQ,MKT
AAPL,Apple Inc.,1/16/2024,13:50:34,548,391,BUY,$188.20 ,NASDAQ,MKT
CAT,Caterpillar Inc.,12/15/2023,10:41:31,202,680,SELL,$213.59 ,NYSE,MKT
AAPL,Apple Inc.,1/2/2024,11:13:04,942,332,BUY,$188.57 ,NASDAQ,MKT
AAPL,Apple Inc.,12/20/2023,10:55:54,240,631,SELL,$142.08 ,NASDAQ,MKT
JPM,JP Morgan Chase & Co.,12/15/2023,10:06:47,400,960,SELL,$112.18 ,NYSE,MKT
CAT,Caterpillar Inc.,1/4/2024,11:28:09,33,612,SELL,$209.50 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/14/2023,15:09:43,763,531,SELL,$109.98 ,NYSE,MKT
CAT,Caterpillar Inc.,1/16/2024,9:14:15,410,587,BUY,$180.31 ,NYSE,MKT
CAT,Caterpillar Inc.,1/15/2024,10:49:11,648,449,SELL,$197.37 ,NYSE,MKT
CAT,Caterpillar Inc.,12/19/2023,11:35:38,45,464,BUY,$151.55 ,NYSE,MKT
AAPL,Apple Inc.,12/29/2023,12:30:01,848,594,BUY,$169.54 ,NASDAQ,MKT
AAPL,Apple Inc.,12/13/2023,14:23:06,208,702,SELL,$139.14 ,NASDAQ,MKT
CAT,Caterpillar Inc.,1/19/2024,9:57:45,440,755,SELL,$153.27 ,NYSE,MKT
CAT,Caterpillar Inc.,1/1/2024,11:31:45,583,453,BUY,$229.48 ,NYSE,MKT
JPM,JP Morgan Chase & Co.,12/18/2023,12:21:34,922,524,BUY,$156.00 ,NYSE,MKT
CAT,Caterpillar Inc.,1/3/2024,14:07:20,279,618,BUY,$245.38 ,NYSE,MKT
